"","ST","STATE","OCC_CODE","FIRST_TOT_EMP","FIRST_YEAR","LAST_TOT_EMP","LAST_YEAR","percent_change_emp","OCC_TITLE"
"39110","WA","Washington","25-2052",2940,2012,2880,2015,-2.04,"Special education teachers, kindergarten and elementary school"
"39111","WA","Washington","25-2053",1010,2010,1150,2015,13.86,"Special education teachers, middle school"
"39112","WA","Washington","25-2054",1700,2010,1820,2015,7.06,"Special education teachers, secondary school"
"39113","WA","Washington","25-2059",150,2012,60,2015,-60,"Special education teachers, all other"
"39114","WA","Washington","25-3011",3500,1999,6260,2015,78.86,"Adult literacy, remedial education, and ged teachers and instructors"
"39115","WA","Washington","25-3021",7420,1999,6730,2015,-9.3,"Self-enrichment education teachers"
"39116","WA","Washington","25-3097",4050,2014,4610,2015,13.83,"Teachers and instructors, all other, except substitute teachers"
"39117","WA","Washington","25-3098",18640,2012,13950,2015,-25.16,"Substitute teachers"
"39118","WA","Washington","25-3099",17490,2004,3730,2013,-78.67,"Teachers and instructors, all other"
"39119","WA","Washington","25-3999",18730,2010,19070,2011,1.82,"Teachers and instructors, all other*"
"39120","WA","Washington","25-4010",390,1999,510,2003,30.77,"Archivists, curators, and museum technicians"
"39121","WA","Washington","25-4011",100,2004,200,2015,100,"Archivists"
"39122","WA","Washington","25-4012",200,2004,250,2015,25,"Curators"
"39123","WA","Washington","25-4013",250,2004,300,2015,20,"Museum technicians and conservators"
"39124","WA","Washington","25-4021",3650,1999,3120,2015,-14.52,"Librarians"
"39125","WA","Washington","25-4031",3260,1999,2950,2015,-9.51,"Library technicians"
"39126","WA","Washington","25-9011",150,2000,80,2015,-46.67,"Audio-visual collections specialists"
"39127","WA","Washington","25-9021",400,2000,120,2014,-70,"Farm and home management advisors"
"39128","WA","Washington","25-9031",1490,1999,1820,2015,22.15,"Instructional coordinators"
"39129","WA","Washington","25-9041",26080,1999,33510,2015,28.49,"Teacher assistants"
"39130","WA","Washington","25-9099",3310,2004,3380,2015,2.11,"Education, training, and library workers, all other"
"39131","WA","Washington","27-0000",32610,1999,45870,2015,40.66,"Arts, design, entertainment, sports, and media occupations"
"39132","WA","Washington","27-1011",500,1999,660,2015,32,"Art directors"
"39133","WA","Washington","27-1012",30,2004,130,2015,333.33,"Craft artists"
"39134","WA","Washington","27-1013",190,1999,330,2015,73.68,"Fine artists, including painters, sculptors, and illustrators"
"39135","WA","Washington","27-1014",1110,1999,1540,2015,38.74,"Multi-media artists and animators"
"39136","WA","Washington","27-1019",90,2004,100,2015,11.11,"Artists and related workers, all other"
"39137","WA","Washington","27-1021",470,1999,480,2015,2.13,"Commercial and industrial designers"
"39138","WA","Washington","27-1022",90,1999,150,2015,66.67,"Fashion designers"
"39139","WA","Washington","27-1023",1380,1999,1200,2015,-13.04,"Floral designers"
"39140","WA","Washington","27-1024",3110,1999,4700,2015,51.13,"Graphic designers"
"39141","WA","Washington","27-1025",1060,1999,1470,2015,38.68,"Interior designers"
"39142","WA","Washington","27-1026",1290,1999,2390,2015,85.27,"Merchandise displayers and window trimmers"
"39143","WA","Washington","27-1027",180,2000,130,2015,-27.78,"Set and exhibit designers"
"39144","WA","Washington","27-1029",440,2005,200,2015,-54.55,"Designers, all other"
"39145","WA","Washington","27-2011",340,2001,330,2015,-2.94,"Actors"
"39146","WA","Washington","27-2012",370,1999,2040,2015,451.35,"Producers and directors"
"39147","WA","Washington","27-2021",60,2000,220,2015,266.67,"Athletes and sports competitors"
"39148","WA","Washington","27-2022",2140,1999,10700,2015,400,"Coaches and scouts"
"39149","WA","Washington","27-2023",350,2000,730,2015,108.57,"Umpires, referees, and other sports officials"
"39150","WA","Washington","27-2031",460,1999,220,2009,-52.17,"Dancers"
"39151","WA","Washington","27-2032",60,1999,310,2014,416.67,"Choreographers"
"39152","WA","Washington","27-2041",110,1999,220,2015,100,"Music directors and composers"
"39153","WA","Washington","27-2042",910,2000,950,2015,4.4,"Musicians and singers"
"39154","WA","Washington","27-2099",470,2004,160,2015,-65.96,"Entertainers and performers, sports and related workers, all other"
"39155","WA","Washington","27-3010",750,1999,860,2003,14.67,"Announcers"
"39156","WA","Washington","27-3011",560,2004,650,2015,16.07,"Radio and television announcers"
"39157","WA","Washington","27-3012",270,2004,110,2014,-59.26,"Public address system and other announcers"
"39158","WA","Washington","27-3020",1620,1999,1140,2003,-29.63,"News analysts, reporters and correspondents"
"39159","WA","Washington","27-3021",40,2004,70,2010,75,"Broadcast news analysts"
"39160","WA","Washington","27-3022",1230,2004,970,2015,-21.14,"Reporters and correspondents"
"39161","WA","Washington","27-3031",4110,1999,5030,2015,22.38,"Public relations specialists"
"39162","WA","Washington","27-3041",2170,1999,2070,2015,-4.61,"Editors"
"39163","WA","Washington","27-3042",1250,1999,1170,2015,-6.4,"Technical writers"
"39164","WA","Washington","27-3043",700,1999,1170,2015,67.14,"Writers and authors"
"39165","WA","Washington","27-3091",310,1999,1230,2015,296.77,"Interpreters and translators"
"39166","WA","Washington","27-3099",1450,2004,240,2015,-83.45,"Media and communication workers, all other"
"39167","WA","Washington","27-4011",1530,1999,1030,2015,-32.68,"Audio and video equipment technicians"
"39168","WA","Washington","27-4012",250,1999,500,2015,100,"Broadcast technicians"
"39169","WA","Washington","27-4014",270,2000,330,2015,22.22,"Sound engineering technicians"
"39170","WA","Washington","27-4021",1110,1999,1070,2015,-3.6,"Photographers"
"39171","WA","Washington","27-4031",410,1999,330,2015,-19.51,"Camera operators, television, video, and motion picture"
"39172","WA","Washington","27-4032",140,2001,250,2015,78.57,"Film and video editors"
"39173","WA","Washington","27-4099",470,2004,280,2015,-40.43,"Media and communication equipment workers, all other"
"39174","WA","Washington","29-0000",105650,1999,152460,2015,44.31,"Healthcare practitioners and technical occupations"
"39175","WA","Washington","29-1011",200,1999,810,2015,305,"Chiropractors"
"39176","WA","Washington","29-1020",790,1999,1560,2003,97.47,"Dentists"
"39177","WA","Washington","29-1021",1500,2004,2110,2015,40.67,"Dentists, general"
"39178","WA","Washington","29-1022",140,2007,70,2008,-50,"Oral and maxillofacial surgeons"
"39179","WA","Washington","29-1023",60,2007,190,2011,216.67,"Orthodontists"
"39180","WA","Washington","29-1029",60,2006,130,2014,116.67,"Dentists, all other specialists"
"39181","WA","Washington","29-1031",550,1999,1170,2015,112.73,"Dietitians and nutritionists"
"39182","WA","Washington","29-1041",620,1999,800,2015,29.03,"Optometrists"
"39183","WA","Washington","29-1051",3990,1999,5990,2015,50.13,"Pharmacists"
"39184","WA","Washington","29-1061",820,2000,670,2015,-18.29,"Anesthesiologists"
"39185","WA","Washington","29-1062",4430,1999,1890,2015,-57.34,"Family and general practitioners"
"39186","WA","Washington","29-1063",2750,1999,450,2015,-83.64,"Internists, general"
"39187","WA","Washington","29-1064",410,2000,570,2015,39.02,"Obstetricians and gynecologists"
"39188","WA","Washington","29-1065",500,2000,230,2015,-54,"Pediatricians, general"
"39189","WA","Washington","29-1066",710,1999,310,2015,-56.34,"Psychiatrists"
"39190","WA","Washington","29-1067",1100,1999,900,2015,-18.18,"Surgeons"
"39191","WA","Washington","29-1069",2700,2004,4630,2015,71.48,"Physicians and surgeons, all other"
"39192","WA","Washington","29-1071",1920,1999,2010,2015,4.69,"Physician assistants"
"39193","WA","Washington","29-1081",170,2004,120,2015,-29.41,"Podiatrists"
"39194","WA","Washington","29-1111",35160,1999,54490,2011,54.98,"Registered nurses"
"39195","WA","Washington","29-1121",270,2000,360,2009,33.33,"Audiologists"
"39196","WA","Washington","29-1122",1530,1999,2460,2015,60.78,"Occupational therapists"
"39197","WA","Washington","29-1123",2630,1999,4720,2015,79.47,"Physical therapists"
"39198","WA","Washington","29-1124",110,1999,410,2015,272.73,"Radiation therapists"
"39199","WA","Washington","29-1125",260,1999,300,2015,15.38,"Recreational therapists"
"39200","WA","Washington","29-1126",980,1999,1990,2015,103.06,"Respiratory therapists"
"39201","WA","Washington","29-1127",1750,1999,2800,2015,60,"Speech-language pathologists"
"39202","WA","Washington","29-1128",260,2010,90,2015,-65.38,"Therapists, all other*"
"39203","WA","Washington","29-1129",90,2004,80,2015,-11.11,"Therapists, all other"
"39204","WA","Washington","29-1131",1110,1999,1520,2015,36.94,"Veterinarians"
"39205","WA","Washington","29-1141",51060,2012,52880,2015,3.56,"Registered nurses"
"39206","WA","Washington","29-1151",300,2012,460,2015,53.33,"Nurse anesthetists"
"39207","WA","Washington","29-1161",120,2012,110,2015,-8.33,"Nurse midwives"
"39208","WA","Washington","29-1171",2530,2012,2460,2015,-2.77,"Nurse practitioners"
"39209","WA","Washington","29-1181",250,2010,420,2015,68,"Audiologists"
"39210","WA","Washington","29-1199",1010,2004,1140,2015,12.87,"Health diagnosing and treating practitioners, all other"
"39211","WA","Washington","29-2011",2200,1999,3530,2015,60.45,"Medical and clinical laboratory technologists"
"39212","WA","Washington","29-2012",2210,1999,3120,2015,41.18,"Medical and clinical laboratory technicians"
"39213","WA","Washington","29-2021",3600,1999,6020,2015,67.22,"Dental hygienists"
"39214","WA","Washington","29-2031",480,1999,930,2015,93.75,"Cardiovascular technologists and technicians"
"39215","WA","Washington","29-2032",900,1999,1480,2015,64.44,"Diagnostic medical sonographers"
"39216","WA","Washington","29-2033",460,1999,430,2015,-6.52,"Nuclear medicine technologists"
"39217","WA","Washington","29-2034",2460,1999,3930,2015,59.76,"Radiologic technologists and technicians"
"39218","WA","Washington","29-2035",840,2012,910,2015,8.33,"Magnetic resonance imaging technologists"
"39219","WA","Washington","29-2037",4260,2010,4450,2011,4.46,"Radiologic technologists and technicians*"
"39220","WA","Washington","29-2041",1850,1999,2880,2015,55.68,"Emergency medical technicians and paramedics"
"39221","WA","Washington","29-2051",350,1999,580,2015,65.71,"Dietetic technicians"
"39222","WA","Washington","29-2052",3530,1999,7320,2015,107.37,"Pharmacy technicians"
"39223","WA","Washington","29-2053",660,1999,490,2015,-25.76,"Psychiatric technicians"
"39224","WA","Washington","29-2054",180,1999,150,2015,-16.67,"Respiratory therapy technicians"
"39225","WA","Washington","29-2055",1130,1999,1960,2015,73.45,"Surgical technologists"
"39226","WA","Washington","29-2056",1170,1999,1850,2015,58.12,"Veterinary technologists and technicians"
"39227","WA","Washington","29-2057",730,2012,940,2015,28.77,"Ophthalmic medical technicians"
"39228","WA","Washington","29-2061",10320,1999,7490,2015,-27.42,"Licensed practical and licensed vocational nurses"
"39229","WA","Washington","29-2071",2950,1999,4550,2015,54.24,"Medical records and health information technicians"
"39230","WA","Washington","29-2081",1440,1999,1390,2015,-3.47,"Opticians, dispensing"
"39231","WA","Washington","29-2091",80,1999,190,2015,137.5,"Orthotists and prosthetists"
"39232","WA","Washington","29-2092",240,2012,350,2015,45.83,"Hearing aid specialists"
"39233","WA","Washington","29-2099",2540,2004,2880,2015,13.39,"Health technologists and technicians, all other"
"39234","WA","Washington","29-2799",3010,2010,3310,2011,9.97,"Health technologists and technicians, all other*"
"39235","WA","Washington","29-9010",1070,1999,1580,2003,47.66,"Occupational health and safety specialists and technicians"
"39236","WA","Washington","29-9011",1470,2004,2300,2015,56.46,"Occupational health and safety specialists"
"39237","WA","Washington","29-9012",250,2004,440,2015,76,"Occupational health and safety technicians"
"39238","WA","Washington","29-9091",160,1999,310,2015,93.75,"Athletic trainers"
"39239","WA","Washington","29-9092",30,2012,50,2015,66.67,"Genetic counselors"
"39240","WA","Washington","29-9099",1430,2004,1110,2015,-22.38,"Healthcare practitioners and technical workers, all other"
"39241","WA","Washington","29-9799",470,2010,790,2011,68.09,"Healthcare practitioners and technical workers, all other*"
"39242","WA","Washington","31-0000",58400,1999,75960,2015,30.07,"Healthcare support occupations"
"39243","WA","Washington","31-1011",9030,1999,7610,2015,-15.73,"Home health aides"
"39244","WA","Washington","31-1012",19450,1999,23710,2011,21.9,"Nursing aides, orderlies, and attendants"
"39245","WA","Washington","31-1013",1710,2000,670,2015,-60.82,"Psychiatric aides"
"39246","WA","Washington","31-1014",23700,2012,24920,2015,5.15,"Nursing assistants"
"39247","WA","Washington","31-1015",650,2012,640,2015,-1.54,"Orderlies"
"39248","WA","Washington","31-2011",290,1999,400,2015,37.93,"Occupational therapist assistants"
"39249","WA","Washington","31-2012",100,1999,60,2015,-40,"Occupational therapist aides"
"39250","WA","Washington","31-2021",960,1999,1290,2015,34.38,"Physical therapist assistants"
"39251","WA","Washington","31-2022",950,1999,810,2015,-14.74,"Physical therapist aides"
"39252","WA","Washington","31-9011",1060,1999,4090,2015,285.85,"Massage therapists"
"39253","WA","Washington","31-9091",7150,1999,9870,2015,38.04,"Dental assistants"
"39254","WA","Washington","31-9092",7700,1999,12880,2015,67.27,"Medical assistants"
"39255","WA","Washington","31-9093",1790,1999,1580,2015,-11.73,"Medical equipment preparers"
"39256","WA","Washington","31-9094",2580,1999,1610,2015,-37.6,"Medical transcriptionists"
"39257","WA","Washington","31-9095",1020,1999,1180,2015,15.69,"Pharmacy aides"
"39258","WA","Washington","31-9096",1150,1999,2450,2015,113.04,"Veterinary assistants and laboratory animal caretakers"
"39259","WA","Washington","31-9097",1960,2012,2290,2015,16.84,"Phlebotomists"
"39260","WA","Washington","31-9099",3960,2004,3620,2015,-8.59,"Healthcare support workers, all other"
"39261","WA","Washington","31-9799",5770,2010,6110,2011,5.89,"Healthcare support workers, all other*"
"39262","WA","Washington","33-0000",47100,1999,61810,2015,31.23,"Protective service occupations"
"39263","WA","Washington","33-1011",500,1999,890,2015,78,"First-line supervisors/managers of correctional officers"
"39264","WA","Washington","33-1012",1770,1999,2290,2015,29.38,"First-line supervisors/managers of police and detectives"
"39265","WA","Washington","33-1021",1370,1999,2080,2015,51.82,"First-line supervisors/managers of fire fighting and prevention workers"
"39266","WA","Washington","33-1099",1070,2004,1460,2015,36.45,"First-line supervisors/managers, protective service workers, all other"
"39267","WA","Washington","33-2011",6710,1999,8000,2015,19.23,"Fire fighters"
"39268","WA","Washington","33-2021",330,1999,220,2015,-33.33,"Fire inspectors and investigators"
"39269","WA","Washington","33-3011",260,1999,190,2015,-26.92,"Bailiffs"
"39270","WA","Washington","33-3012",5260,1999,6470,2015,23,"Correctional officers and jailers"
"39271","WA","Washington","33-3021",1440,1999,2350,2015,63.19,"Detectives and criminal investigators"
"39272","WA","Washington","33-3031",120,1999,130,2015,8.33,"Fish and game wardens"
"39273","WA","Washington","33-3041",190,1999,190,2015,0,"Parking enforcement workers"
"39274","WA","Washington","33-3051",7060,1999,8770,2015,24.22,"Police and sheriff's patrol officers"
"39275","WA","Washington","33-3052",70,2012,50,2015,-28.57,"Transit and railroad police"
"39276","WA","Washington","33-9011",210,1999,220,2015,4.76,"Animal control workers"
"39277","WA","Washington","33-9021",360,1999,320,2015,-11.11,"Private detectives and investigators"
"39278","WA","Washington","33-9031",330,1999,570,2015,72.73,"Gaming surveillance officers and gaming investigators"
"39279","WA","Washington","33-9032",14480,1999,19850,2015,37.09,"Security guards"
"39280","WA","Washington","33-9091",3050,1999,980,2015,-67.87,"Crossing guards"
"39281","WA","Washington","33-9092",1590,2004,2670,2015,67.92,"Lifeguards, ski patrol, and other recreational protective service workers"
"39282","WA","Washington","33-9093",880,2010,1090,2014,23.86,"Transportation security screeners* (federal only)"
"39283","WA","Washington","33-9099",4280,2004,3090,2015,-27.8,"Protective service workers, all other"
"39284","WA","Washington","35-0000",216570,1999,264340,2015,22.06,"Food preparation and serving related occupations"
"39285","WA","Washington","35-1011",3690,1999,2100,2015,-43.09,"Chefs and head cooks"
"39286","WA","Washington","35-1012",14830,1999,17520,2015,18.14,"First-line supervisors/managers of food preparation and serving workers"
"39287","WA","Washington","35-2011",9860,1999,7590,2015,-23.02,"Cooks, fast food"
"39288","WA","Washington","35-2012",6540,1999,9490,2015,45.11,"Cooks, institution and cafeteria"
"39289","WA","Washington","35-2014",11340,1999,24530,2015,116.31,"Cooks, restaurant"
"39290","WA","Washington","35-2015",3780,1999,4430,2015,17.2,"Cooks, short order"
"39291","WA","Washington","35-2019",730,2004,320,2015,-56.16,"Cooks, all other"
"39292","WA","Washington","35-2021",18840,1999,22840,2015,21.23,"Food preparation workers"
"39293","WA","Washington","35-3011",8190,1999,13680,2015,67.03,"Bartenders"
"39294","WA","Washington","35-3021",65380,1999,68590,2015,4.91,"Combined food preparation and serving workers, including fast food"
"39295","WA","Washington","35-3022",12520,1999,14280,2015,14.06,"Counter attendants, cafeteria, food concession, and coffee shop"
"39296","WA","Washington","35-3031",33440,1999,46300,2015,38.46,"Waiters and waitresses"
"39297","WA","Washington","35-3041",2140,1999,5020,2015,134.58,"Food servers, nonrestaurant"
"39298","WA","Washington","35-9011",8670,1999,7770,2015,-10.38,"Dining room and cafeteria attendants and bartender helpers"
"39299","WA","Washington","35-9021",10320,1999,11860,2015,14.92,"Dishwashers"
"39300","WA","Washington","35-9031",6320,1999,7030,2015,11.23,"Hosts and hostesses, restaurant, lounge, and coffee shop"
"39301","WA","Washington","35-9099",680,2004,980,2015,44.12,"Food preparation and serving related workers, all other"
"39302","WA","Washington","37-0000",75100,1999,85050,2015,13.25,"Building and grounds cleaning and maintenance occupations"
"39303","WA","Washington","37-1011",3450,1999,2500,2015,-27.54,"First-line supervisors/managers of housekeeping and janitorial workers"
"39304","WA","Washington","37-1012",2020,1999,1730,2015,-14.36,"First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers"
"39305","WA","Washington","37-2011",36440,1999,40380,2015,10.81,"Janitors and cleaners, except maids and housekeeping cleaners"
"39306","WA","Washington","37-2012",16440,1999,17500,2015,6.45,"Maids and housekeeping cleaners"
"39307","WA","Washington","37-2019",540,2006,190,2011,-64.81,"Building cleaning workers, all other"
"39308","WA","Washington","37-2021",480,2000,850,2015,77.08,"Pest control workers"
"39309","WA","Washington","37-3011",14700,1999,19670,2015,33.81,"Landscaping and groundskeeping workers"
"39310","WA","Washington","37-3012",370,2000,760,2015,105.41,"Pesticide handlers, sprayers, and applicators, vegetation"
"39311","WA","Washington","37-3013",100,1999,420,2015,320,"Tree trimmers and pruners"
"39312","WA","Washington","37-3019",690,2004,190,2015,-72.46,"Grounds maintenance workers, all other"
"39313","WA","Washington","39-0000",59950,1999,88950,2015,48.37,"Personal care and service occupations"
"39314","WA","Washington","39-1011",610,1999,760,2015,24.59,"Gaming supervisors"
"39315","WA","Washington","39-1012",130,1999,130,2015,0,"Slot key persons"
"39316","WA","Washington","39-1021",2170,1999,3510,2015,61.75,"First-line supervisors/managers of personal service workers"
"39317","WA","Washington","39-2011",130,2000,330,2015,153.85,"Animal trainers"
"39318","WA","Washington","39-2021",1610,1999,4370,2015,171.43,"Nonfarm animal caretakers"
"39319","WA","Washington","39-3011",2490,1999,6010,2015,141.37,"Gaming dealers"
"39320","WA","Washington","39-3012",840,1999,460,2015,-45.24,"Gaming and sports book writers and runners"
"39321","WA","Washington","39-3019",320,2004,150,2015,-53.12,"Gaming service workers, all other"
"39322","WA","Washington","39-3021",180,1999,130,2015,-27.78,"Motion picture projectionists"
"39323","WA","Washington","39-3031",4420,1999,3730,2015,-15.61,"Ushers, lobby attendants, and ticket takers"
"39324","WA","Washington","39-3091",3080,1999,3920,2015,27.27,"Amusement and recreation attendants"
"39325","WA","Washington","39-3092",80,1999,110,2015,37.5,"Costume attendants"
"39326","WA","Washington","39-3093",110,1999,290,2015,163.64,"Locker room, coatroom, and dressing room attendants"
"39327","WA","Washington","39-3099",660,2004,370,2015,-43.94,"Entertainment attendants and related workers, all other"
"39328","WA","Washington","39-4011",460,2000,40,2015,-91.3,"Embalmers"
"39329","WA","Washington","39-4021",160,1999,220,2015,37.5,"Funeral attendants"
"39330","WA","Washington","39-4031",420,2012,280,2015,-33.33,"Morticians, undertakers, and funeral directors"
"39331","WA","Washington","39-4831",320,2010,370,2011,15.62,"Funeral service managers, directors, morticians, and undertakers"
"39332","WA","Washington","39-5011",700,1999,550,2014,-21.43,"Barbers"
"39333","WA","Washington","39-5012",6890,1999,7980,2015,15.82,"Hairdressers, hairstylists, and cosmetologists"
"39334","WA","Washington","39-5091",60,1999,30,2002,-50,"Makeup artists, theatrical and performance"
"39335","WA","Washington","39-5092",220,1999,4220,2015,1818.18,"Manicurists and pedicurists"
"39336","WA","Washington","39-5094",380,1999,710,2015,86.84,"Skin care specialists"
"39337","WA","Washington","39-6011",510,1999,380,2015,-25.49,"Baggage porters and bellhops"
"39338","WA","Washington","39-6012",200,1999,690,2015,245,"Concierges"
"39339","WA","Washington","39-6021",640,1999,520,2009,-18.75,"Tour guides and escorts"
"39340","WA","Washington","39-6022",150,1999,80,2007,-46.67,"Travel guides"
"39341","WA","Washington","39-6031",3320,2000,2240,2008,-32.53,"Flight attendants"
"39342","WA","Washington","39-6032",520,2000,320,2009,-38.46,"Transportation attendants, except flight attendants and baggage porters"
"39343","WA","Washington","39-7011",650,2010,810,2015,24.62,"Tour guides and escorts"
"39344","WA","Washington","39-9011",7820,1999,7950,2015,1.66,"Child care workers"
"39345","WA","Washington","39-9021",5780,1999,25640,2015,343.6,"Personal and home care aides"
"39346","WA","Washington","39-9031",5160,1999,7210,2015,39.73,"Fitness trainers and aerobics instructors"
"39347","WA","Washington","39-9032",7460,1999,5750,2015,-22.92,"Recreation workers"
"39348","WA","Washington","39-9041",470,1999,940,2015,100,"Residential advisors"
"39349","WA","Washington","39-9099",480,2004,910,2015,89.58,"Personal care and service workers, all other"
"39350","WA","Washington","41-0000",267300,1999,308770,2015,15.51,"Sales and related occupations"
"39351","WA","Washington","41-1011",20730,1999,22630,2015,9.17,"First-line supervisors/managers of retail sales workers"
"39352","WA","Washington","41-1012",7260,1999,4280,2015,-41.05,"First-line supervisors/managers of non-retail sales workers"
"39353","WA","Washington","41-2011",61010,1999,63300,2015,3.75,"Cashiers"
"39354","WA","Washington","41-2012",740,1999,1000,2015,35.14,"Gaming change persons and booth cashiers"
"39355","WA","Washington","41-2021",13460,1999,12600,2015,-6.39,"Counter and rental clerks"
"39356","WA","Washington","41-2022",6020,1999,5600,2015,-6.98,"Parts salespersons"
"39357","WA","Washington","41-2031",80470,1999,105910,2015,31.61,"Retail salespersons"
"39358","WA","Washington","41-3011",3070,1999,2460,2015,-19.87,"Advertising sales agents"
"39359","WA","Washington","41-3021",3540,1999,8260,2015,133.33,"Insurance sales agents"
"39360","WA","Washington","41-3031",4690,1999,5570,2015,18.76,"Securities, commodities, and financial services sales agents"
"39361","WA","Washington","41-3041",2520,1999,1190,2015,-52.78,"Travel agents"
"39362","WA","Washington","41-3099",9730,2004,16520,2015,69.78,"Sales representatives, services, all other"
"39363","WA","Washington","41-4011",8570,1999,4650,2015,-45.74,"Sales representatives, wholesale and manufacturing, technical and scientific products"
"39364","WA","Washington","41-4012",32940,1999,36010,2015,9.32,"Sales representatives, wholesale and manufacturing, except technical and scientific products"
"39365","WA","Washington","41-9011",4150,1999,2100,2015,-49.4,"Demonstrators and product promoters"
"39366","WA","Washington","41-9012",450,1999,60,2009,-86.67,"Models"
"39367","WA","Washington","41-9021",470,1999,580,2015,23.4,"Real estate brokers"
"39368","WA","Washington","41-9022",1290,1999,7540,2015,484.5,"Real estate sales agents"
"39369","WA","Washington","41-9031",1090,1999,1120,2015,2.75,"Sales engineers"
"39370","WA","Washington","41-9041",4290,1999,5140,2015,19.81,"Telemarketers"
"39371","WA","Washington","41-9091",670,1999,170,2012,-74.63,"Door-to-door sales workers, news and street vendors, and related workers"
"39372","WA","Washington","41-9099",4340,2004,2260,2015,-47.93,"Sales and related workers, all other"
"39373","WA","Washington","41-9799",4800,2010,4970,2011,3.54,"Sales and related workers, all other*"
"39374","WA","Washington","43-0000",448770,1999,422860,2015,-5.77,"Office and administrative support occupations"
"39375","WA","Washington","43-1011",31040,1999,26450,2015,-14.79,"First-line supervisors/managers of office and administrative support workers"
"39376","WA","Washington","43-2011",3600,1999,1950,2015,-45.83,"Switchboard operators, including answering service"
"39377","WA","Washington","43-2021",110,2000,60,2013,-45.45,"Telephone operators"
"39378","WA","Washington","43-2099",180,2004,30,2014,-83.33,"Communications equipment operators, all other"
"39379","WA","Washington","43-3011",6250,1999,4400,2015,-29.6,"Bill and account collectors"
"39380","WA","Washington","43-3021",11830,1999,10610,2015,-10.31,"Billing and posting clerks and machine operators"
"39381","WA","Washington","43-3031",42200,1999,37010,2015,-12.3,"Bookkeeping, accounting, and auditing clerks"
"39382","WA","Washington","43-3041",320,1999,520,2015,62.5,"Gaming cage workers"
"39383","WA","Washington","43-3051",4570,1999,3330,2015,-27.13,"Payroll and timekeeping clerks"
"39384","WA","Washington","43-3061",1830,1999,1220,2015,-33.33,"Procurement clerks"
"39385","WA","Washington","43-3071",12830,1999,10290,2015,-19.8,"Tellers"
"39386","WA","Washington","43-3099",870,2013,660,2015,-24.14,"Financial clerks, all other"
"39387","WA","Washington","43-4011",860,1999,940,2015,9.3,"Brokerage clerks"
"39388","WA","Washington","43-4021",190,1999,60,2015,-68.42,"Correspondence clerks"
"39389","WA","Washington","43-4031",3700,1999,3270,2015,-11.62,"Court, municipal, and license clerks"
"39390","WA","Washington","43-4041",1900,1999,430,2015,-77.37,"Credit authorizers, checkers, and clerks"
"39391","WA","Washington","43-4051",30710,1999,50540,2015,64.57,"Customer service representatives"
"39392","WA","Washington","43-4061",3000,1999,3430,2015,14.33,"Eligibility interviewers, government programs"
"39393","WA","Washington","43-4071",5970,1999,2250,2015,-62.31,"File clerks"
"39394","WA","Washington","43-4081",3880,1999,4650,2015,19.85,"Hotel, motel, and resort desk clerks"
"39395","WA","Washington","43-4111",2850,1999,4550,2015,59.65,"Interviewers, except eligibility and loan"
"39396","WA","Washington","43-4121",3510,1999,2280,2015,-35.04,"Library assistants, clerical"
"39397","WA","Washington","43-4131",5630,1999,3640,2015,-35.35,"Loan interviewers and clerks"
"39398","WA","Washington","43-4141",1210,1999,790,2015,-34.71,"New accounts clerks"
"39399","WA","Washington","43-4151",7620,1999,5120,2015,-32.81,"Order clerks"
"39400","WA","Washington","43-4161",3060,1999,2710,2015,-11.44,"Human resources assistants, except payroll and timekeeping"
"39401","WA","Washington","43-4171",25620,1999,21390,2015,-16.51,"Receptionists and information clerks"
"39402","WA","Washington","43-4181",6290,1999,2000,2015,-68.2,"Reservation and transportation ticket agents and travel clerks"
"39403","WA","Washington","43-4199",6330,2004,3380,2015,-46.6,"All other information and record clerks"
"39404","WA","Washington","43-5011",1600,1999,1830,2015,14.37,"Cargo and freight agents"
"39405","WA","Washington","43-5021",1810,1999,1320,2015,-27.07,"Couriers and messengers"
"39406","WA","Washington","43-5031",2260,1999,1720,2015,-23.89,"Police, fire, and ambulance dispatchers"
"39407","WA","Washington","43-5032",4040,1999,3960,2015,-1.98,"Dispatchers, except police, fire, and ambulance"
"39408","WA","Washington","43-5041",1090,1999,560,2015,-48.62,"Meter readers, utilities"
"39409","WA","Washington","43-5051",1270,1999,1590,2015,25.2,"Postal service clerks"
"39410","WA","Washington","43-5052",6900,1999,6280,2015,-8.99,"Postal service mail carriers"
"39411","WA","Washington","43-5053",4720,2000,2100,2015,-55.51,"Postal service mail sorters, processors, and processing machine operators"
"39412","WA","Washington","43-5061",6630,1999,9120,2015,37.56,"Production, planning, and expediting clerks"
"39413","WA","Washington","43-5071",20370,1999,14600,2015,-28.33,"Shipping, receiving, and traffic clerks"
"39414","WA","Washington","43-5081",27580,1999,37450,2015,35.79,"Stock clerks and order fillers"
"39415","WA","Washington","43-5111",3050,1999,1150,2015,-62.3,"Weighers, measurers, checkers, and samplers, recordkeeping"
"39416","WA","Washington","43-6011",24050,1999,8770,2015,-63.53,"Executive secretaries and administrative assistants"
"39417","WA","Washington","43-6012",3820,1999,4140,2015,8.38,"Legal secretaries"
"39418","WA","Washington","43-6013",4390,1999,9420,2015,114.58,"Medical secretaries"
"39419","WA","Washington","43-6014",24620,1999,39170,2015,59.1,"Secretaries, except legal, medical, and executive"
